Op.,WoO,Hess,Biamonti,title,key,scoring,genre,name,year,minor,key_note,Unv.,major-minor,type,essential
,WoO 158a,,Biamonti 663, Songs of Various Nationalities (23),unknown, vv vn vc pf,Vocal,"WoO 158a, Biamonti 663",1817.0,,unknown,,unknown key,Song,other
,WoO 158b,,Biamonti 667, British Folk Songs (7),unknown, vv vn vc pf,Vocal,"WoO 158b, Biamonti 667",1817.0,,unknown,,unknown key,Song,other
,WoO 158c,,Biamonti 692, Assorted Folk Songs (6),unknown, vv vn vc pf,Vocal,"WoO 158c, Biamonti 692",1820.0,,unknown,,unknown key,Song,other
,WoO 158d,,, Air Français,F major, vv vn vc pf,Vocal,WoO 158d,,0.0,F,,major,Song,other
,WoO 159,,Biamonti 83, Im Arm der Liebe ruht sich's wohl  canon,F major, 3vv,Vocal,"WoO 159, Biamonti 83",1795.0,0.0,F,,major,Canon,other
,WoO 160a,Hess 247,Biamonti 85, Canon,G major, 3vv,Vocal,"WoO 160a, Biamonti 85",1795.0,0.0,G,,major,Canon,other
,WoO 160b,Hess 248,Biamonti 86, Canon,G major, 4vv,Vocal,"WoO 160b, Biamonti 86",1795.0,0.0,G,,major,Canon,other
,WoO 161,,Biamonti 528, Ewig dein'  canon',C major, 3vv,Vocal,"WoO 161, Biamonti 528",1811.0,0.0,C,,major,Canon,other
,WoO 162,,Biamonti 646," An Mälzel(""Ta ta ta  lieber Mälzel"")  canon",B flat major, 4vv,Vocal,"WoO 162, Biamonti 646",,0.0,B flat,,major,Canon,other
,WoO 163,,Biamonti 559, Kurz ist der Schmerz  und ewig ist die Freude'  canon',F minor, 3vv,Vocal,"WoO 163, Biamonti 559",1813.0,1.0,F,,minor,Canon,other
,WoO 164,,Biamonti 579, Freundschaft ist die Quelle wahrer Glückseligkeit  canon,C major, 3vv,Vocal,"WoO 164, Biamonti 579",1814.0,0.0,C,,major,Canon,other
,WoO 165,,Biamonti 593, Glück zum neuen Jahr  canon,D major, 4vv,Vocal,"WoO 165, Biamonti 593",1815.0,0.0,D,,major,Canon,other
,WoO 166,,Biamonti 594, Kurz ist der Schmerz  und ewig ist die Freude  canon,F major, 3vv,Vocal,"WoO 166, Biamonti 594",1815.0,0.0,F,,major,Canon,other
,WoO 167,Hess 249,Biamonti 610, Brauchle  Linke,C major, 3vv,Vocal,"WoO 167, Biamonti 610",1815.0,0.0,C,,major,Song,other
,WoO 168a,,Biamonti 649, Das Schweigen  canon,D minor, 3vv,Vocal,"WoO 168a, Biamonti 649",1816.0,1.0,D,,minor,Canon,other
,WoO 168b,,Biamonti 650, Das Reden  canon,F major, 3vv,Vocal,"WoO 168b, Biamonti 650",1816.0,0.0,F,,major,Canon,other
,WoO 169,Hess 250,Biamonti 647, Ich küße Sie  drücke Sie an mein Herz  canon,C major, 2vv,Vocal,"WoO 169, Biamonti 647",1816.0,0.0,C,,major,Canon,other
,WoO 170,Hess 251,Biamonti 651, Ars longa  vita brevis  canon,C major, 2vv,Vocal,"WoO 170, Biamonti 651",1816.0,0.0,C,,major,Canon,other
,WoO 171,Hess 252,Biamonti 683, Glück fehl' dir vor allem!  canon,G major, 4vv,Vocal,"WoO 171, Biamonti 683",,0.0,G,,major,Canon,other
,WoO 172,,Biamonti 695, Ich bitt' dich  canon,E flat major, 3vv,Vocal,"WoO 172, Biamonti 695",1818.0,0.0,E flat,,major,Canon,other
,WoO 173,Hess 253,Biamonti 711, Hol' euch der Teufel!,B flat major, 2vv,Vocal,"WoO 173, Biamonti 711",1819.0,0.0,B flat,,major,Song,other
,WoO 174,,Biamonti 712, Glaube und hoffe  canon,B flat major, 4vv,Vocal,"WoO 174, Biamonti 712",1819.0,0.0,B flat,,major,Canon,other
,WoO 175,Hess 255,Biamonti 715, Sankt Petrus war ein Fels  canon,unknown, 4vv,Vocal,"WoO 175, Biamonti 715",1820.0,,unknown,,unknown key,Canon,other
,WoO 176,,Biamonti 716, Glück zum neuen Jahr  canon,F major, 3vv,Vocal,"WoO 176, Biamonti 716",1819.0,0.0,F,,major,Canon,other
,WoO 177,Hess 257,Biamonti 734, Bester Magistrat  Ihr friert  canon,E major, 4vv 2db,Vocal,"WoO 177, Biamonti 734",1820.0,0.0,E,,major,Canon,other
,WoO 178,,Biamonti 733," Abbé Stadler (""Signor Abate"")  canon",B flat major, 3vv,Vocal,"WoO 178, Biamonti 733",1820.0,0.0,B flat,,major,Canon,other
,WoO 179,,Biamonti 717," Alles Gute  alles Schöne! (""Seiner Kaiserlichen Hoheit"")  canon",C major, 4vv,Vocal,"WoO 179, Biamonti 717",1819.0,0.0,C,,major,Canon,other
,WoO 180,,Biamonti 724," Hofmann und kein Hofmann (""Auf einen  welcher Hoffmann geheißen"")  canon",C major, 2vv,Vocal,"WoO 180, Biamonti 724",1820.0,0.0,C,,major,Canon,other
,WoO 181 No. 1,,Biamonti 749, Gedenket heute an Baden  canon,C major, 4vv,Vocal,"WoO 181 No. 1, Biamonti 749",1820.0,0.0,C,,major,Canon,other
,WoO 181 No. 2,Hess 258,Biamonti 750, Gehabt euch wohl  canon,C major, 4vv,Vocal,"WoO 181 No. 2, Biamonti 750",1820.0,0.0,C,,major,Canon,other
,WoO 181 No. 3,Hess 259,Biamonti 751, Tugend ist kein leerer Name  canon,C major, 3vv,Vocal,"WoO 181 No. 3, Biamonti 751",1820.0,0.0,C,,major,Canon,other
,WoO 182,,Biamonti 737, O Tobias!  canon,D minor, 3vv,Vocal,"WoO 182, Biamonti 737",1821.0,1.0,D,,minor,Canon,other
,WoO 183,,Biamonti 770, Bester Herr Graf  canon,F major, 4vv,Vocal,"WoO 183, Biamonti 770",1823.0,0.0,F,,major,Canon,other
,WoO 184,Hess 262,Biamonti 773, Falstafferel  lass dich sehen!  canon,G major, 5vv,Vocal,"WoO 184, Biamonti 773",1823.0,0.0,G,,major,Canon,other
,WoO 185,,Biamonti 775, Edel sei der Mensch  canon,E major, 6vv,Vocal,"WoO 185, Biamonti 775",1823.0,0.0,E,,major,Canon,other
,WoO 186,,Biamonti 789, Te solo adoro  canon,E flat major, 2vv,Vocal,"WoO 186, Biamonti 789",1824.0,0.0,E flat,,major,Canon,other
,WoO 187,,Biamonti 792," Schwenke (""Schwenke dich ohne Schwänke"")  canon",D minor, 4vv,Vocal,"WoO 187, Biamonti 792",1824.0,1.0,D,,minor,Canon,other
,WoO 188,Hess 265,Biamonti 802, Gott ist eine feste Burg  canon,B flat major, 2vv,Vocal,"WoO 188, Biamonti 802",1825.0,0.0,B flat,,major,Canon,other
,WoO 189,Hess 266,Biamonti 805, Doktor sperrt das Tor dem Tod  canon,C major, 4vv,Vocal,"WoO 189, Biamonti 805",1825.0,0.0,C,,major,Canon,other
,WoO 190,Hess 267,Biamonti 807, Ich war hier  Doktor  canon,C major, 2vv,Vocal,"WoO 190, Biamonti 807",1825.0,0.0,C,,major,Canon,other
,WoO 191,,Biamonti 823, Kühl  nicht lau  canon,B flat major, 3vv,Vocal,"WoO 191, Biamonti 823",1825.0,0.0,B flat,,major,Canon,other
,WoO 192,Hess 268,Biamonti 824, Ars longa  vita brevis,F major, 4vv,Vocal,"WoO 192, Biamonti 824",1825.0,0.0,F,,major,Song,other
,WoO 193,Hess 269,Biamonti 833, Ars longa  vita brevis,C major,,Vocal,"WoO 193, Biamonti 833",1825.0,0.0,C,,major,Song,other
,WoO 194,,Biamonti 827, Si non per portas  canon,E flat major, 4vv,Vocal,"WoO 194, Biamonti 827",1825.0,0.0,E flat,,major,Canon,other
,WoO 195,,Biamonti 831, Freu dich des Lebens,A minor, 2vv,Vocal,"WoO 195, Biamonti 831",1825.0,1.0,A,,minor,Song,other
,WoO 196,Hess 270,Biamonti 834, Es muß sein!  canon,F major, 4vv,Vocal,"WoO 196, Biamonti 834",1826.0,0.0,F,,major,Canon,other
,WoO 197,Hess 271,Biamonti 842, Da ist das Werk  canon,C major, 5vv,Vocal,"WoO 197, Biamonti 842",1826.0,0.0,C,,major,Canon,other
,WoO 198,Hess 280,Biamonti 848, Wir irren allesamt  canon,C major, 2vv,Vocal,"WoO 198, Biamonti 848",1826.0,0.0,C,,major,Canon,other
,WoO 199,Hess 281,Biamonti 585, Ich bin der Herr von zu,D major, v,Vocal,"WoO 199, Biamonti 585",1814.0,0.0,D,,major,Song,other
,WoO 200,Hess 75,Biamonti 688, O Hoffnung,G major, pf,Keyboard,"WoO 200, Biamonti 688",1818.0,0.0,G,,major,Other,other
,WoO 201,Hess 282,Biamonti 689, Ich bin bereit,C major, pf,Keyboard,"WoO 201, Biamonti 689",1818.0,0.0,C,,major,Other,other
,WoO 202,Hess 283,Biamonti 778, Das Schöne zum Guten!  canon,F major, v,Vocal,"WoO 202, Biamonti 778",1823.0,0.0,F,,major,Canon,other
,WoO 203,Hess 272,Biamonti 804, Das Schöne zum Guten!  canon,A major, v,Vocal,"WoO 203, Biamonti 804",1825.0,0.0,A,,major,Canon,other
,WoO 204,Hess 284,Biamonti 826, Holz  Holz geigt die Quartette so,D minor, v,Vocal,"WoO 204, Biamonti 826",1825.0,1.0,D,,minor,Song,other
,WoO 205,Hess 286-295,, Musical Greetings(10),unknown, v,Vocal,WoO 205,1718.0,,unknown,,unknown key,Song,other
,WoO Anh.04,,, Flute Sonata,B flat major, fl pf,Chamber,WoO Anh.04,1792.0,0.0,B flat,,major,Sonata for other instruments,other
,WoO Anh.05,,, Sonatinas (2),unknown, pf,Keyboard,WoO Anh.05,1792.0,,unknown,,unknown key,Sonata for Piano,other
,WoO Anh.10,,, Variations on 'Ich hab ein kleines Hüttchen nur',B flat major, pf,Keyboard,WoO Anh.10,1795.0,0.0,B flat,,major,Piano variations,other
,WoO Anh.14,,, Waltzes (6),unknown, pf,Keyboard,WoO Anh.14,,,unknown,,unknown key,Waltz for Piano,other
,,Hess 19,Biamonti 129, Wind Quintet,E flat major, ob bn 2hn,Chamber,"Hess 19, Biamonti 129",1796.0,0.0,E flat,,major,Quintet,other
,,Hess 29,Biamonti 80, Prelude and Fugue,E minor, 2vn vc,Chamber,"Hess 29, Biamonti 80",1795.0,1.0,E,,minor,Other,other
,,Hess 30,Biamonti 80, Prelude and Fugue,F major, 2vn va vc,Chamber,"Hess 30, Biamonti 80",1795.0,0.0,F,,major,Other,other
,,Hess 40,Biamonti 684, String Quintet,D minor, 2vn 2va vc,Chamber,"Hess 40, Biamonti 684",1817.0,1.0,D,,minor,Quintet,other
,,Hess 91,," Opferlied (""Die Flamme lodert"")",E major, v ch pf,Vocal,Hess 91,1824.0,0.0,E,,major,Song,other
,,Hess 145,Biamonti 117," Opferlied (""Die Flamme lodert"")",E major, v pf,Vocal,"Hess 145, Biamonti 117",1796.0,0.0,E,,major,Song,other
,,Hess 238,Biamonti 80, 9 Fugues for 4 Voices,unknown, 4open,Chamber,"Hess 238, Biamonti 80",1795.0,,unknown,,unknown key,Quartet (except String Quartet),other
,,Hess 244,Biamonti 80, Triple Fugues (2),unknown, 4open,Chamber,"Hess 244, Biamonti 80",1795.0,,unknown,,unknown key,Other,other
,,Hess Anh.10,, Andante favori,F major, 2vn va vc,Chamber,Hess Anh.10,,0.0,F,,major,Other,other
,,,Biamonti 838, Symphony No.10,E flat major,,Orchestral,", Biamonti 838",1825.0,0.0,E flat,,major,Symphony,other
,,,15,"Song ""Der Arme Componist"" ",unknown,,Vocal,Biamonti 15,1788.0,,unknown,,unknown key,Song,other
,,,16,Cello part to the Lost Cadenza for Leopold Cantata WoO 88,unknown,,Vocal,Biamonti 16,,,unknown,,unknown key,Cantata,other
,,,43,"Song ""Meine Mutter fragt mich immer: trinkst du?""",unknown,,Vocal,Biamonti 43,1792.0,,unknown,,unknown key,Song,other
,,,48,Anglaise for piano for G minor ,G minor,,Keyboard,Biamonti 48,1792.0,1.0,G,,minor,Other,other
,,,238,Presto in F major ,F major,,,Biamonti 238,1800.0,0.0,F,,major,,other
,,,249,Minuet for orchestra in D major ,D major,,Orchestral,Biamonti 249,1800.0,0.0,D,,major,Minuet,other
,,,252,Minuet for orchestra in D major ,D major,,Orchestral,Biamonti 252,1800.0,0.0,D,,major,Minuet,other
,,,269,Andante molto for piano in E flat major,E flat major,,Keyboard,Biamonti 269,,0.0,E flat,,major,Other,other
,,,272,Andante for piano in B flat major ,B flat major,,Keyboard,Biamonti 272,1793.0,0.0,B flat,,major,Other,other
,,,274,Andante for String Quartet in C major ,C major,,Chamber,Biamonti 274,1793.0,0.0,C,,major,String Quartet,other
,,,277,Presto for piano in G major ,G major,,Keyboard,Biamonti 277,1793.0,0.0,G,,major,Other,other
,,,279,Allegro for piano in C major ,C major,,Keyboard,Biamonti 279,1793.0,0.0,C,,major,Other,other
,,,291,Andante for a symphony ,unknown,,Orchestral,Biamonti 291,1801.0,,unknown,,unknown key,Symphony,other
,,,319,Finale for piano ,unknown,,Keyboard,Biamonti 319,1802.0,,unknown,,unknown key,Other,other
,,,322,Piece for piano in C minor ,C minor,,Keyboard,Biamonti 322,1802.0,1.0,C,,minor,Other,other
,,,323,Piece for piano ,unknown,,Keyboard,Biamonti 323,1802.0,,unknown,,unknown key,Other,other
,,,346,Fuga Antique for piano in C major ,C major,,Keyboard,Biamonti 346,1803.0,0.0,C,,major,Fugue for Piano,other
,,,347,Passage for piano through all the keys ,unknown,,Keyboard,Biamonti 347,1803.0,,unknown,,unknown key,Other,other
,,,359,"Rondo for ""all the instruments"" ",unknown,,,Biamonti 359,1803.0,,unknown,,unknown key,,other
,,,380,"Song ""Zur Erde sank die Ruh’ vom Himmel Nieder"" ",unknown,,Vocal,Biamonti 380,1803.0,,unknown,,unknown key,Song,other
,,,383,Exercise for piano,unknown,,Keyboard,Biamonti 383,,,unknown,,unknown key,Other,other
,,,389,Piece viola and cello and horn & double bass ,unknown,,Chamber,Biamonti 389,1803.0,,unknown,,unknown key,Quartet (except String Quartet),other
,,,392,Rondo for piano ,unknown,,Keyboard,Biamonti 392,1803.0,,unknown,,unknown key,Rondo for Piano,other
,,,447,Passage for piano ,unknown,,Keyboard,Biamonti 447,1808.0,,unknown,,unknown key,Other,other
,,,547,Symphony No. 8 with the original ending of Hess 1 ,unknown,,Orchestral,Biamonti 547,1812.0,,unknown,,unknown key,Symphony,other
,,,606,Andante for pizzicati basses with clarinets in B minor ,B minor,,Chamber,Biamonti 606,1815.0,1.0,B,,minor,Other,other
,,,621,Allemande for piano ,unknown,,Keyboard,Biamonti 621,1815.0,,unknown,,unknown key,Other,other
,,,622,Pastorella for piano in C major ,C major,,Keyboard,Biamonti 622,1815.0,0.0,C,,major,Other,other
,,,624,Etude. study of prosody on a text of Homer ,unknown,,,Biamonti 624,1815.0,,unknown,,unknown key,,other
,,,632,"Song ""Die Zufrieddenheit"" ",unknown,,Vocal,Biamonti 632,1815.0,,unknown,,unknown key,Song,other
,,,634,German dance for piano trio in F minor ,F minor,,Chamber,Biamonti 634,1815.0,1.0,F,,minor,Piano Trio,other
,,,638,Exercise for piano ,unknown,,Keyboard,Biamonti 638,1815.0,,unknown,,unknown key,Other,other
,,,797,Adagio for String Quartet in E major ,E major,,Chamber,Biamonti 797,1824.0,0.0,E,,major,String Quartet,other
,,,811,Canon in C minor ,C minor,,,Biamonti 811,1825.0,1.0,C,,minor,,other
,,,849,Draft for piano (last notes written by Beethoven) ,unknown,,Keyboard,Biamonti 849,1827.0,,unknown,,unknown key,Other,other
,,3,,Twelve Ecossaise for piano or orchestra,unknown,,Orchestral,Hess 3,,,unknown,,unknown key,Other,other
,,11,,Romance No. 3 for violin & orchestra ,unknown,,Orchestral,Hess 11,1816.0,,unknown,,unknown key,Other works for soloist and orchestra,other
,,14,,Fragment of original version of Piano Concerto No. 2 ,unknown,,Orchestral,Hess 14,1794.0,,unknown,,unknown key,Concerto,other
,,16,,Original introduction to the Choral Fantasy ,unknown,,,Hess 16,1808.0,,unknown,,unknown key,,other
,,25,,String Trio ,unknown,,Chamber,Hess 25,1793.0,,unknown,,unknown key,Trio (except Piano Trio),other
,,28,,Movement in A flat major for string trio ,A flat major,,Chamber,Hess 28,1797.0,0.0,A flat,,major,Trio (except Piano Trio),other
,,32,,String Quartet in F major ,F major,,Chamber,Hess 32,1799.0,0.0,F,,major,String Quartet,other
,,34,,String Quartet arrangement of Opus 14 No. 1 ,unknown,,Chamber,Hess 34,1801.0,,unknown,,unknown key,String Quartet,other
,,35,,Bach fugue arranged for string quartet (fragment) ,unknown,,Chamber,Hess 35,1817.0,,unknown,,unknown key,String Quartet,other
,,36,,Handel fugue arranged for string quartet ,unknown,,Chamber,Hess 36,1798.0,,unknown,,unknown key,String Quartet,other
,,37,,Mozart fugue arranged for piano four hands,unknown,,Keyboard,Hess 37,,,unknown,,unknown key,Fugue for Piano,other
,,38,,Bach fugue arranged for string quartet ,unknown,,Chamber,Hess 38,1801.0,,unknown,,unknown key,String Quartet,other
,,39,,String Quintet in F major (lost),F major,,Chamber,Hess 39,,0.0,F,,major,Quintet,other
,,47,,Allegro con brio in E flat major for piano trio ,E flat major,,Chamber,Hess 47,1800.0,0.0,E flat,,major,Piano Trio,other
,,49,,Piano Trio in E flat major ,E flat major,,Chamber,Hess 49,1786.0,0.0,E flat,,major,Piano Trio,other
,,50,,Piano Trio in B flat major ,B flat major,,Chamber,Hess 50,1786.0,0.0,B flat,,major,Piano Trio,other
,,52,,Piano Sonata in C major,C major,,Keyboard,Hess 52,,0.0,C,,major,Sonata for Piano,other
,,54,,Piano variations on Freudvoll und Liedvoll,unknown,,Keyboard,Hess 54,,,unknown,,unknown key,Piano variations,other
,,57,,Bagatelle in C major ,C major,,,Hess 57,1824.0,0.0,C,,major,,other
,,58,,Piano Exercise in B flat major ,B flat major,,Keyboard,Hess 58,1800.0,0.0,B flat,,major,Other,other
,,59,,Piano Exercise in C major ,C major,,Keyboard,Hess 59,1792.0,0.0,C,,major,Other,other
,,60,,Draft in A major for Piano ,A major,,Keyboard,Hess 60,1793.0,0.0,A,,major,Other,other
,,63,,"Arrangement of Christian Friedrich Daniel Schubart's ""Kaplied"" for piano ",unknown,,Keyboard,Hess 63,1789.0,,unknown,,unknown key,Other,other
,,65,,Concerto excerpt (arrangement of Opus 37) ,unknown,,Orchestral,Hess 65,1820.0,,unknown,,unknown key,Concerto,other
,,67,,Two German dances for piano ,unknown,,Keyboard,Hess 67,1811.0,,unknown,,unknown key,Other,other
,,69,,Allegretto for piano in C minor ,C minor,,Keyboard,Hess 69,1794.0,1.0,C,,minor,Other,other
,,70,,Adagio for piano in G major ,G major,,Keyboard,Hess 70,1803.0,0.0,G,,major,Other,other
,,71,,Molto adagio for piano in G major ,G major,,Keyboard,Hess 71,1803.0,0.0,G,,major,Other,other
,,72,,Variations for piano in A major ,A major,,Keyboard,Hess 72,1803.0,0.0,A,,major,Piano variations,other
,,76,,Cadenzas for Piano ,unknown,,Keyboard,Hess 76,1809.0,,unknown,,unknown key,Cadenza for Piano,other
,,77,,Cadenzas for Piano ,unknown,,Keyboard,Hess 77,1809.0,,unknown,,unknown key,Cadenza for Piano,other
,,78,,Cadenzas for Piano ,unknown,,Keyboard,Hess 78,1809.0,,unknown,,unknown key,Cadenza for Piano,other
,,79,,Cadenzas for Piano ,unknown,,Keyboard,Hess 79,1809.0,,unknown,,unknown key,Cadenza for Piano,other
,,80,,Cadenzas for Piano ,unknown,,Keyboard,Hess 80,1809.0,,unknown,,unknown key,Cadenza for Piano,other
,,81,,Cadenzas for Piano ,unknown,,Keyboard,Hess 81,1809.0,,unknown,,unknown key,Cadenza for Piano,other
,,82,,Cadenzas for Piano ,unknown,,Keyboard,Hess 82,1809.0,,unknown,,unknown key,Cadenza for Piano,other
,,83,,Cadenzas for Piano ,unknown,,Keyboard,Hess 83,1809.0,,unknown,,unknown key,Cadenza for Piano,other
,,84,,Rondo for piano,unknown,,Keyboard,Hess 84,,,unknown,,unknown key,Rondo for Piano,other
,,85,,Piano cadenza for Op. 61a,unknown,,Keyboard,Hess 85,,,unknown,,unknown key,Cadenza for Piano,other
,,88,,Minuet for piano (arrangement of WoO 208) ,unknown,,Keyboard,Hess 88,1790.0,,unknown,,unknown key,Minuet for Piano,other
,,90,,The Creatures of Prometheus for piano (arrangement of Op. 43) ,unknown,,Keyboard,Hess 90,1801.0,,unknown,,unknown key,Other,other
,,96,,Fragment of Symphony No. 7 for piano ,unknown,,Keyboard,Hess 96,1813.0,,unknown,,unknown key,Other,other
,,97,,Wellington's Victory for two pianos and two cannons (arrangement of Op. 91) ,unknown,,Keyboard,Hess 97,1816.0,,unknown,,unknown key,Other,other
,,98,,Scherzo for piano ,unknown,,Keyboard,Hess 98,1794.0,,unknown,,unknown key,Other,other
,,108,,Wellington's Victory (panharmonicon arrangement of Opus 91) ,unknown,,,Hess 108,1813.0,,unknown,,unknown key,,other
,,116,,"Fragment for Solo Voice(s): ""Ritterblatt""",unknown,,,Hess 116,,,unknown,,unknown key,,other
,,254,,"Canon in G major: ""Hol dich der Teufel"" ",G major,,,Hess 254,1801.0,0.0,G,,major,,other
,,274,,Canons in G major ,G major,,,Hess 274,1803.0,0.0,G,,major,,other
,,296,,Little Cadenza for Instrument(s) ,unknown,,,Hess 296,1822.0,,unknown,,unknown key,,other
,,297,,Adagio for three horns ,unknown,,Chamber,Hess 297,1815.0,,unknown,,unknown key,Trio (except Piano Trio),other
,,299,,Sketches for canons,unknown,,,Hess 299,,,unknown,,unknown key,,other
,,300,,Sketches for canons,unknown,,,Hess 300,,,unknown,,unknown key,,other
,,301,,Sketches for canons,unknown,,,Hess 301,,,unknown,,unknown key,,other
,,302,,Sketches for canons,unknown,,,Hess 302,,,unknown,,unknown key,,other
,,303,,Sketches for canons,unknown,,,Hess 303,,,unknown,,unknown key,,other
,,304,,Sketches for canons,unknown,,,Hess 304,,,unknown,,unknown key,,other
,,305,,Sketches for canons,unknown,,,Hess 305,,,unknown,,unknown key,,other
,,306,,Four canons. No.1,unknown,,,Hess 306,,,unknown,,unknown key,,other
,,307,,Four canons. No.2,unknown,,,Hess 307,,,unknown,,unknown key,,other
,,308,,Four canons. No.3,unknown,,,Hess 308,,,unknown,,unknown key,,other
,,309,,Four canons. No.4,unknown,,,Hess 309,,,unknown,,unknown key,,other
,,310,,Prelude in C major for Organ,C major,,,Hess 310,,0.0,C,,major,,other
,,311,,Two canons. No.1,unknown,,,Hess 311,,,unknown,,unknown key,,other
,,312,,Two canons. No.1,unknown,,,Hess 312,,,unknown,,unknown key,,other
,,313,,"Song: ""Te solo adoro"" ",unknown,,Vocal,Hess 313,1824.0,,unknown,,unknown key,Song,other
,,314,,Funeral Cantata ,unknown,,Vocal,Hess 314,,,unknown,,unknown key,Cantata,other
,,315,,Fugue,unknown,,,Hess 315,,,unknown,,unknown key,,other
,,316,,Quintet ,unknown,,Chamber,Hess 316,1793.0,,unknown,,unknown key,Quintet,other
,,318,,String Quintets,unknown,,Chamber,Hess 318,,,unknown,,unknown key,Quintet,other
,,319,,String Quintets,unknown,,Chamber,Hess 319,,,unknown,,unknown key,Quintet,other
,,320,,Andante for String Quartet in G major ,G major,,Chamber,Hess 320,1815.0,0.0,G,,major,String Quartet,other
,,321,,Melodies B flat major ,B flat major,,,Hess 321,1800.0,0.0,B flat,,major,,other
,,322,,Gott allein ist unser Herr er allein E flat major. ,E flat major,,,Hess 322,1818.0,0.0,E flat,,major,,other
,,323,,Leb wohl schöne Abendsonne C major ,C major,,,Hess 323,1818.0,0.0,C,,major,,other
,,324,,Melody C minor,C minor,,,Hess 324,,1.0,C,,minor,,other
,,325,,Piece for piano in D major ,D major,,Keyboard,Hess 325,1802.0,0.0,D,,major,Other,other
,,326,,Fugue for piano in C major ,C major,,Keyboard,Hess 326,1800.0,0.0,C,,major,Fugue for Piano,other
,,327,,Two little melodies ,unknown,,,Hess 327,1803.0,,unknown,,unknown key,,other
,,329,,Tibi gratulor,unknown,,,Hess 329,,,unknown,,unknown key,,other
,,330,,March,unknown,,,Hess 330,,,unknown,,unknown key,,other
,,331,,Minuet for piano in B flat major,B flat major,,Keyboard,Hess 331,,0.0,B flat,,major,Minuet for Piano,other
,,332,,Pastorella for String Quartet in D major ,D major,,Chamber,Hess 332,1799.0,0.0,D,,major,String Quartet,other
,,333,,Minuet-Scherzo for String Quartet in A major ,A major,,Chamber,Hess 333,1799.0,0.0,A,,major,String Quartet,other
,,334,,Draft for String Quartet in A major ,A major,,Chamber,Hess 334,1799.0,0.0,A,,major,String Quartet,other
,,335,,"Two exercises on the song ""Gedenke Mein""",unknown,,Vocal,Hess 335,,,unknown,,unknown key,Song,other
,,298.0,,Symphony in C minor,C minor,,Orchestral,Hess 298,1786.0,1.0,C,1.0,minor,Symphony,other
,,,832.0,Sketches for a BACH Overture,B flat major,,,"Unv. 4, Biamonti 832",1822.0,0.0,B flat,4.0,major,,other
,,,,Concertante,D major,,,Unv. 5,1802.0,0.0,D,5.0,major,,other
,,15.0,,Piano Concerto No. 6,D major,,Orchestral,Hess 15,1814.0,0.0,D,6.0,major,Concerto,other
,,,,Duo for Violin and Cello,E flat major,,Chamber,Unv. 8,1792.0,0.0,E flat,8.0,major,Duo,other
,,48.0,,Allegretto for Piano Trio,E flat major,,Chamber,Hess 48,1790.0,0.0,E flat,9.0,major,Piano Trio,other
,,,637.0,Piano Trio in F minor,F minor,,Chamber,"Unv. 10, Biamonti 637",1816.0,1.0,F,10.0,minor,Piano Trio,other
,,,213.0,Fantasia/Piano Sonata,D major,,Keyboard,"Unv. 12, Biamonti 213",1793.0,0.0,D,12.0,major,Sonata for Piano,other
,,46.0,,Violin Sonata,A major,,Chamber,Hess 46,1790.0,0.0,A,11.0,major,Sonata for Violin,other
,,,,Piano Sonata,E flat major,,Keyboard,Unv. 13,1797.0,0.0,E flat,13.0,major,Sonata for Piano,other
,,,,Variations for Piano,A major,,Keyboard,Unv. 14,1794.0,0.0,A,14.0,major,Piano variations,other
,,115.0,,Opera Vestas Feuer,unknown,,,Hess 115,1803.0,0.0,unknown,15.0,major,,other
,,,454.0,Opera Macbeth,unknown,,,"Unv. 16, Biamonti 454",1808.0,0.0,unknown,16.0,major,,other
,,317.0,,Cantata Europens Befreiungsstunde,unknown,,Vocal,Hess 317,1814.0,0.0,unknown,17.0,major,Cantata,other
,,,,Cantata for voice and piano,B flat major,,Vocal,Unv. 19,1790.0,0.0,B flat,19.0,major,Cantata,other
,,,,Lamentations of Jeremiah,unknown,,,Unv. 20,,0.0,unknown,20.0,major,,other
,,151.0,,"Song ""Traute Henriette""",unknown,,Vocal,Hess 151,1790.0,0.0,unknown,21.0,major,Song,other
,,149.0,,"Song ""Rastlose Liebe""",E flat major,,Vocal,Hess 149,1796.0,0.0,E flat,22.0,major,Song,other
,,150.0,,"Song ""Heidenröslein""",unknown,,Vocal,Hess 150,1796.0,0.0,unknown,23.0,major,Song,other
,206,12.0,,Oboe Concerto,F major,,Orchestral,WoO 206,1792.0,0.0,F,,major,Concerto,other
,207,13.0,,Romance cantabile for soloists and orchestra,E moll,,Orchestral,WoO 207,1786.0,0.0,E,,major,Other works for soloist and orchestra,other
,209,33.0,,Minuet for string quartet,A flat major,,Chamber,WoO 209,1790.0,0.0,A flat,,major,String Quartet,other
,210,,,Allegretto for string quartet,B minor,,Chamber,WoO 210,1817.0,1.0,B,,minor,String Quartet,other
,211,,52.0,Andante,C major,,,"WoO 211, Biamonti 52",1790.0,0.0,C,,major,,other
,212,61.0,,Anglaise for piano,D major,,Keyboard,WoO 212,1793.0,0.0,D,,major,Other,other
,213 No.1,,283.0,Andante (bagatelle,C sharp major,,,"WoO 213 No.1, Biamonti 283",1793.0,0.0,C sharp,,major,,other
,213 No.2,,282.0,Finale (bagatelle),G major,,,"WoO 213 No.2, Biamonti 282",1793.0,0.0,G,,major,,other
